Distance_(µm),Gray_Value
0.000000,4.8125
0.007742,8.6163
0.015483,16.5813
0.023225,26.1986
0.030967,21.6122
0.038708,15.8722
0.046450,16.4458
0.054192,25.9609
0.061933,28.1071
0.069675,23.0569
0.077417,21.4085
0.085158,20.8147
0.092900,13.4796
0.100642,7.3477
0.108383,4.3906
