Distance_(µm),Gray_Value
0.0000000,13.1953
0.0077417,12.5651
0.0154833,20.7014
0.0232250,27.6061
0.0309667,22.8257
0.0387083,14.8848
0.0464500,10.2550
0.0541917,11.5740
0.0619333,22.9939
0.0696750,31.3889
0.0774167,24.5535
0.0851583,15.8212
0.0929000,12.9640
0.1006417,8.4219
