Distance_(µm),Gray_Value
0.000000,9.5000
0.007742,8.6531
0.015483,17.9344
0.023225,36.7141
0.030967,49.7750
0.038708,39.8750
0.046450,24.6000
0.054192,16.1234
0.061933,20.4000
0.069675,38.2961
0.077417,55.9531
0.085158,68.4359
0.092900,64.7375
0.100642,53.0391
0.108383,46.2062
0.116125,44.6289
0.123867,39.1500
0.131608,35.2828
0.139350,29.0625
0.147092,20.6227
0.154833,17.0000
