Distance_(µm),Gray_Value
0.000000,4.9688
0.009290,5.1534
0.018580,10.2799
0.027870,15.3711
0.037160,17.5417
0.046450,25.7283
0.055740,35.1641
0.065030,49.0582
0.074320,61.0625
0.083610,49.0879
0.092900,37.3320
0.102190,32.4065
0.111480,27.3516
0.120770,46.9980
0.130060,66.5946
0.139350,61.5781
0.148640,46.3490
0.157930,34.7051
0.167220,21.9648
0.176510,15.2480
0.185800,14.5833
0.195090,18.4160
0.204380,21.8963
0.213670,15.9501
0.222960,5.8125
