Distance_(µm),Gray_Value
0.000000,58.4531
0.018580,76.8281
0.037160,99.8698
0.055740,98.8229
0.074320,87.9358
0.092900,103.8750
0.111480,116.2604
0.130060,86.9635
0.148640,60.5278
0.167220,44.6094
